conference,session,source_row_index,sent_index_in_row,sentence,dialogue_act,global_session,speaker,timestamp,global_start_sec,global_end_sec,clip_number,sent_start_sec_est,sent_end_sec_est,global_start_sec_y,global_end_sec_y,session_core,sent_time_sec,annotations,global_timestamp_sec,_utter_row,_sent_idx
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,Right.,,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,811.0,811.9152542372881,,,ABI,811.457627118644,"{'expand on existing idea': 'Alex is expanding on the limits of using endogenous fluorescence, which Matt asked about in the previous turn.', 'provide supporting evidence': 'Alex provides supporting evidence by stating that they can use single photon techniques for cells on a dish and adapt multiphoton techniques for 3D structures like organoids or in vivo imaging up to a couple millimeters, supporting the idea that their techniques are versatile.'}",811.0,0,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,So it's it's just like normal fluorescence.,,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,811.9152542372882,818.4745762711865,,,ABI,815.1949152542373,"{'expand on existing idea': 'Alex is expanding on the limits of using endogenous fluorescence, which Matt asked about in the previous turn.', 'provide supporting evidence': 'Alex provides supporting evidence by stating that they can use single photon techniques for cells on a dish and adapt multiphoton techniques for 3D structures like organoids or in vivo imaging up to a couple millimeters, supporting the idea that their techniques are versatile.'}",811.0,1,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"So whatever techniques you use, it's it we can do it too.",,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,818.4745762711865,827.1694915254237,,,ABI,822.8220338983051,"{'expand on existing idea': 'Alex is expanding on the limits of using endogenous fluorescence, which Matt asked about in the previous turn.', 'provide supporting evidence': 'Alex provides supporting evidence by stating that they can use single photon techniques for cells on a dish and adapt multiphoton techniques for 3D structures like organoids or in vivo imaging up to a couple millimeters, supporting the idea that their techniques are versatile.'}",811.0,2,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"Um, so so we can do single photon and it's really great at looking at cells on a dish, but we can also adapt it for multiphoton and optical technologies that can do three-dimensional things like organoids or even in vivo up to a couple millimeters.",,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,827.1694915254238,865.0,,,ABI,846.0847457627119,"{'expand on existing idea': 'Alex is expanding on the limits of using endogenous fluorescence, which Matt asked about in the previous turn.', 'provide supporting evidence': 'Alex provides supporting evidence by stating that they can use single photon techniques for cells on a dish and adapt multiphoton techniques for 3D structures like organoids or in vivo imaging up to a couple millimeters, supporting the idea that their techniques are versatile.'}",811.0,3,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,So.,,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,1603.0,1603.0,,,ABI,1603.0,{'None': 'This utterance does not contain any information that can be categorized by the codebook.'},1603.0,4,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"Yeah, I think um, there's a lot of different things you can measure with metabolism, right?",,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,719.9999999999999,730.5507246376811,,,ABI,725.2753623188405,"[{'expand on existing idea': 'Building on the discussion about metabolic imaging and its applications, Alex expands on the idea by highlighting the importance of understanding the relationship between measured molecules and physiological outcomes, which was previously mentioned by Molly.'}, {'present new idea': 'Alex introduces the idea that a key challenge in their field is to be more specific with things like metabolic pathways, which is a novel concept not previously mentioned.'}]",2323.0,5,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"And uh, understanding the relationship between the molecules you're detecting and right your physiological outcome that you want to to actually know something about is is an important bridge that needs to be crossed.",,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,730.5507246376812,755.5942028985507,,,ABI,743.072463768116,"[{'expand on existing idea': 'Building on the discussion about metabolic imaging and its applications, Alex expands on the idea by highlighting the importance of understanding the relationship between measured molecules and physiological outcomes, which was previously mentioned by Molly.'}, {'present new idea': 'Alex introduces the idea that a key challenge in their field is to be more specific with things like metabolic pathways, which is a novel concept not previously mentioned.'}]",2323.0,6,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"Um, so like when you do autofluorescence of NADH and FAD, we're very good at finding those molecules, but we're not so great at knowing what that tells us about metabolism.",,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,755.5942028985507,775.536231884058,,,ABI,765.5652173913044,"[{'expand on existing idea': 'Building on the discussion about metabolic imaging and its applications, Alex expands on the idea by highlighting the importance of understanding the relationship between measured molecules and physiological outcomes, which was previously mentioned by Molly.'}, {'present new idea': 'Alex introduces the idea that a key challenge in their field is to be more specific with things like metabolic pathways, which is a novel concept not previously mentioned.'}]",2323.0,7,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"Um, and so I think that's that's the challenge for the field that I work in is trying to be more specific with things like metabolic pathways.",,2021_05_21_ABI_S14_ABI,Alexandra Walsh,,,,,775.536231884058,792.0,,,ABI,783.768115942029,"[{'expand on existing idea': 'Building on the discussion about metabolic imaging and its applications, Alex expands on the idea by highlighting the importance of understanding the relationship between measured molecules and physiological outcomes, which was previously mentioned by Molly.'}, {'present new idea': 'Alex introduces the idea that a key challenge in their field is to be more specific with things like metabolic pathways, which is a novel concept not previously mentioned.'}]",2323.0,8,0
2021_05_21_ABI_S14,2021_05_21_ABI_S14,,,"Hi, I'm Allison Dennis.",,2021_05_21_ABI_S14_ABI,Allison Dennis,,,,,1021.0,1022.656,,,ABI,1021.828,"{'present new idea': 'Allison introduces the idea of using small molecule FRET sensors that use allosteric transcription factors to bind and unbind DNA in response to a small molecule, which is a novel concept in the context of the discussion so far.', 'expand on existing idea': 'Allison expands on the idea of fluorescence sensors and fluorescent imaging contrast agents, which she works on, by mentioning a specific project involving small molecule FRET sensors.', 'provide supporting evidence': 'Allison provides supporting evidence for the relevance of her work by mentioning that they have small molecule fret sensors that use allosteric transcription factors, which could be relevant to the discussion on metabolites.', 'explain or define term or concept': 'Allison implicitly explains the concept of FRET sensors in the context of her work, clarifying how they function with allosteric transcription factors and DNA binding in response to small molecules.', 'express enthusiasm': 'Allison expresses enthusiasm by stating that they would be interested in making sensors for favorite transcription factors for metabolites, indicating a positive interest in the topic.'}",2624.0,9,0
