conference,session,source_row_index,sent_index_in_row,sentence,dialogue_act,global_session,speaker,timestamp,global_start_sec,global_end_sec,clip_number,sent_start_sec_est,sent_end_sec_est,global_start_sec_y,global_end_sec_y,session_core,sent_time_sec,annotations,global_timestamp_sec,_utter_row,_sent_idx
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Dylan, your task is to have the right quarter cell at the right time to capture what it is you want to see.",,2021_05_20_ABI_S7_ABI,Andrew Feig,,,,,654.0,660.0,,,ABI,657.0,"{'assign task': 'This utterance assigns Dylan the task of capturing the right quarter of a cell at the right time, which is a specific responsibility.'}",654.0,0,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Okay, welcome back to the main room.",,2021_05_20_ABI_S7_ABI,Andrew Feig,,,,,736.0000000000001,738.7310344827587,,,ABI,737.3655172413794,"[{'acknowledge contribution': ""Andrew Feig acknowledges the great conversations that took place in the breakout rooms, recognizing the participants' input.""}]",736.0,1,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Um, so uh I certainly bopped around a little bit and heard some really great conversations and so Richard you",,2021_05_20_ABI_S7_ABI,Andrew Feig,,,,,738.7310344827586,747.0,,,ABI,742.8655172413793,"[{'acknowledge contribution': ""Andrew Feig acknowledges the great conversations that took place in the breakout rooms, recognizing the participants' input.""}]",736.0,2,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"is coming right now, the room's just closed.",,2021_05_20_ABI_S7_ABI,Andrew Feig,,,,,727.0,729.0,,,ABI,728.0,[{'None': 'No code applies to this utterance.'}],1463.0,3,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"And are are have you found that there are any techniques that if you kind of decouple the excitation from the collection, like can you win anything there with with I don't know.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,609.0,624.0,,,ABI,616.5,"{'ask clarifying question': 'Aseema is asking if decoupling excitation from collection can improve super-resolution techniques, seeking clarification on potential benefits based on the previous discussion about limitations of high NA lenses.'}",2072.0,4,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Hi, I'm Aseema Mohanty.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1057.0,1058.0,,,ABI,1057.5,{'None': 'This utterance is a simple introduction and does not fit any of the defined codes.'},2520.0,5,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,I'd like to I'd like to kind of jump on that as well.,,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1003.0,1008.5457788347205,,,ABI,1005.7728894173603,"{'expand on existing idea': ""Aseema wants to build on Matt's idea about leveraging diffuse optics by discussing limitations of current super-resolution microscopy techniques."", 'ask clarifying question': 'Aseema asks about the limitations of using high NA objective lenses in super-resolution microscopy, specifically regarding field of view and power requirements, seeking to understand the challenges faced by those using these techniques.'}",3523.0,6,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Um, I I feel like one thing that I I and this might just be my inexperience with the super resolution field, but like um, one thing we don't really talk about much is what and and similar to what Matt was talking about is um, what could we kind of learn from, you know, we're kind of used to it a certain type of imaging with an objective with a very high NA, you know, lens and and I feel like that's kind of a bulk of the problem and I'd like to understand from people who are doing microscopy and and like uh, you know, what are kind of the limitations um from people who are actually using super resolution um with those objective lenses that that you guys use um in terms of I guess field of view and like the amount of power that you need to be able to illuminate an entire section.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1008.5457788347206,1091.0,,,ABI,1049.7728894173604,"{'expand on existing idea': ""Aseema wants to build on Matt's idea about leveraging diffuse optics by discussing limitations of current super-resolution microscopy techniques."", 'ask clarifying question': 'Aseema asks about the limitations of using high NA objective lenses in super-resolution microscopy, specifically regarding field of view and power requirements, seeking to understand the challenges faced by those using these techniques.'}",3523.0,7,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,I've recently started as a faculty at Tufts University in Boston.,,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1058.9999999999998,1063.7368421052631,,,ABI,1061.3684210526314,[{'explain or define term or concept': 'The speaker explains that nanophotonics is like chip scale optics to provide clarity on their area of expertise.'}],3579.0,8,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,Um and I work on uh nanophotonics.,,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1063.7368421052633,1066.2145748987855,,,ABI,1064.9757085020244,[{'explain or define term or concept': 'The speaker explains that nanophotonics is like chip scale optics to provide clarity on their area of expertise.'}],3579.0,9,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,Um so that's like chip scale optics and so um uh we've been kind of working on um optical phase arrays and creating 3D structured light from a chip.,,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1066.2145748987855,1077.0,,,ABI,1071.6072874493927,[{'explain or define term or concept': 'The speaker explains that nanophotonics is like chip scale optics to provide clarity on their area of expertise.'}],3579.0,10,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Is is there tolerance in the community um for having something that let's say you have a objective lens and then you have something next to it, but it's very tiny, let's say it's, you know, 50 microns thin, is there tolerance in the community for having something that's some semi, you know, invasive to be able to kind of get some of these light sheet techniques um more portable or, you know, useful for an organism.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,774.0,811.0,,,ABI,792.5,"{'ask clarifying question': ""Aseema is asking about the community's acceptance of semi-invasive techniques to improve light sheet microscopy, building on the discussion about limitations of current high NA lens techniques.""}",4353.0,11,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,Okay.,,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1094.0,1095.0,,,ABI,1094.5,"{'acknowledge contribution': 'The utterance ""Okay"" acknowledges the previous speaker\'s introduction and perspective on super-resolution, without expressing agreement or expanding on the ideas.'}",4673.0,12,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,Um and so my kind of,,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1077.0,1079.0,,,ABI,1078.0,"{'None': 'This utterance is incomplete and does not express a complete idea, decision, or question, so no code applies.'}",5750.0,13,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Um, I",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1058.0,1059.0,,,ABI,1058.5,"{'encourage particpatioin': 'Kristen Maitland called on Aseema to introduce herself and her background, so Aseema is starting to speak.'}",6808.0,14,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"Yeah, okay.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,630.0000000000001,630.6746666666667,,,ABI,630.3373333333334,"{'present new idea': 'Aseema presents the idea of combining her work with chips that emit light and create patterns with microscopy, suggesting a new approach to overcome limitations of current super-resolution techniques.', 'express enthusiasm': 'Aseema expresses enthusiasm about the potential of combining her chip-based light manipulation techniques with microscopy, indicating excitement about the possibilities.', 'expand on existing idea': 'Aseema expands on the discussion about limitations of high NA lenses by suggesting a different approach using chips with light patterns, building on the previous discussion about the challenges of current microscopy techniques.'}",7438.0,15,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"So I mean yeah, no I'm I'm I'm just I'm coming from a different kind of world of of, you know, you know, we everything we do is like little chips with, you know, light coming out here and creating patterns and but we don't have the I mean it's it's crazy for me to think about being able to combine that with a microscope, but you know, I think there must be ways.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,630.6746666666668,653.0,,,ABI,641.8373333333334,"{'present new idea': 'Aseema presents the idea of combining her work with chips that emit light and create patterns with microscopy, suggesting a new approach to overcome limitations of current super-resolution techniques.', 'express enthusiasm': 'Aseema expresses enthusiasm about the potential of combining her chip-based light manipulation techniques with microscopy, indicating excitement about the possibilities.', 'expand on existing idea': 'Aseema expands on the discussion about limitations of high NA lenses by suggesting a different approach using chips with light patterns, building on the previous discussion about the challenges of current microscopy techniques.'}",7438.0,16,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7,,,"perspective on super resolution is is there anything that we can do to kind of, you know, handle some of the limitations of bulk um optics or high NA objectives and miniaturize that to make it kind of feasible for um more portable applications.",,2021_05_20_ABI_S7_ABI,Aseema Mohanty,,,,,1079.0,1094.0,,,ABI,1086.5,"{'present new idea': ""Aseema introduces a novel concept of handling limitations of bulk optics or high NA objectives and miniaturizing them for portable applications, which hasn't been discussed before in this specific context.""}",7887.0,17,0
