conference,session,source_row_index,sent_index_in_row,sentence,dialogue_act,global_session,speaker,timestamp,global_start_sec,global_end_sec,clip_number,sent_start_sec_est,sent_end_sec_est,global_start_sec_y,global_end_sec_y,session_core,sent_time_sec,annotations,global_timestamp_sec,_utter_row,_sent_idx
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,And that's actually that's maybe a a better way to phrase some of these things.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,1098.0,1099.0,,,SLU,1098.5,"{'present new idea': 'Andrew suggests reframing the search for habitable zones to focus on biospheres capable of transforming a planet, which is a novel approach to the discussion.'}",1098.0,0,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,"And then if you start to have an ozone layer, you actually start to cut everything off below UV B, you know, UVA comes a little bit but not much.",,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,607.0,617.088996763754,,,SLU,612.044498381877,"[{'explain or define term or concept': 'The speaker explains how an ozone layer cuts off UV radiation and how an atmosphere acts as a deterrent for high-energy radiation, clarifying the role of these factors in planetary habitability.'}, {'provide supporting evidence': ""The speaker provides the example of Titan to support the idea that an atmosphere can effectively shield a planet's surface from radiation, referencing Katherine's expertise in the solar system.""}]",1705.0,1,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,"And so the atmosphere is actually much better deterrent for high energy radiation getting to the ground as long as you don't destroy it, right?",,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,617.0889967637542,627.0388349514564,,,SLU,622.0639158576053,"[{'explain or define term or concept': 'The speaker explains how an ozone layer cuts off UV radiation and how an atmosphere acts as a deterrent for high-energy radiation, clarifying the role of these factors in planetary habitability.'}, {'provide supporting evidence': ""The speaker provides the example of Titan to support the idea that an atmosphere can effectively shield a planet's surface from radiation, referencing Katherine's expertise in the solar system.""}]",1705.0,2,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,And as long as you have enough mass for the planet to hold an atmosphere.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,627.0388349514562,632.1181229773463,,,SLU,629.5784789644013,"[{'explain or define term or concept': 'The speaker explains how an ozone layer cuts off UV radiation and how an atmosphere acts as a deterrent for high-energy radiation, clarifying the role of these factors in planetary habitability.'}, {'provide supporting evidence': ""The speaker provides the example of Titan to support the idea that an atmosphere can effectively shield a planet's surface from radiation, referencing Katherine's expertise in the solar system.""}]",1705.0,3,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,"I don't know, Katherine, from solar system, I think you basically when you think about things around Jupiter, the problem we have is that they don't have enough atmosphere, but Titan worked, right?",,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,632.1181229773463,645.8252427184466,,,SLU,638.9716828478964,"[{'explain or define term or concept': 'The speaker explains how an ozone layer cuts off UV radiation and how an atmosphere acts as a deterrent for high-energy radiation, clarifying the role of these factors in planetary habitability.'}, {'provide supporting evidence': ""The speaker provides the example of Titan to support the idea that an atmosphere can effectively shield a planet's surface from radiation, referencing Katherine's expertise in the solar system.""}]",1705.0,4,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,"So Titan should be pretty sheltered on the surface, correct.",,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,645.8252427184466,650.0,,,SLU,647.9126213592233,"[{'explain or define term or concept': 'The speaker explains how an ozone layer cuts off UV radiation and how an atmosphere acts as a deterrent for high-energy radiation, clarifying the role of these factors in planetary habitability.'}, {'provide supporting evidence': ""The speaker provides the example of Titan to support the idea that an atmosphere can effectively shield a planet's surface from radiation, referencing Katherine's expertise in the solar system.""}]",1705.0,5,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,Another another way to think about it is is it defining an actual a zone of which there was life or not is is really difficult where you could maybe have a much better goal of doing it maybe a a better way to think about it is you could have you could reasonably define a zone where you would have a biosphere that is capable of transforming a planet.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,1078.0,1098.0,,,SLU,1088.0,"{'expand on existing idea': ""Andrew is expanding on the discussion about galactic habitability, suggesting a different way to define a habitable zone based on a biosphere's ability to transform a planet, which builds on the previous discussion about the challenges of defining a habitable zone based on metallicity."", 'present new idea': 'Andrew introduces the idea of defining a habitable zone based on the presence of a biosphere capable of transforming a planet, which is a novel concept not explicitly discussed before.'}",2176.0,6,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,But it actually kind of depends on where you are in the galaxy.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,735.0,738.0,,,SLU,736.5,"{'expand on existing idea': ""Andrew is expanding on Keith's point about young stars being metal-rich by adding the caveat that it depends on the location within the galaxy, building upon the discussion of stellar metallicities and planet formation.""}",2911.0,7,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,Cool.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,800.0000000000001,800.3508771929825,,,SLU,800.1754385964913,"{'encourage particpatioin': 'Andrew encourages others to contribute if he misses something in the report, inviting them to participate in the discussion.'}",2976.0,8,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,"If there's something I miss in the uh breakout or the report back, uh please feel free to jump in and add it.",,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,800.3508771929824,808.0,,,SLU,804.1754385964912,"{'encourage particpatioin': 'Andrew encourages others to contribute if he misses something in the report, inviting them to participate in the discussion.'}",2976.0,9,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,Cool.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,853.0,853.3144654088051,,,SLU,853.1572327044025,"[{'express enthusiasm': 'The phrase ""Cool. Very cool."" expresses excitement about the preceding discussion regarding photospheric abundances in stars.', 'assign task': 'The speaker is assigning the task of returning to the main room to the participants, as the breakout session is ending.'}]",3029.0,10,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,Very cool.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,853.314465408805,853.9433962264151,,,SLU,853.62893081761,"[{'express enthusiasm': 'The phrase ""Cool. Very cool."" expresses excitement about the preceding discussion regarding photospheric abundances in stars.', 'assign task': 'The speaker is assigning the task of returning to the main room to the participants, as the breakout session is ending.'}]",3029.0,11,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,"Okay, we have 20 seconds to get ourselves back to the main room.",,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,853.943396226415,857.9685534591194,,,SLU,855.9559748427672,"[{'express enthusiasm': 'The phrase ""Cool. Very cool."" expresses excitement about the preceding discussion regarding photospheric abundances in stars.', 'assign task': 'The speaker is assigning the task of returning to the main room to the participants, as the breakout session is ending.'}]",3029.0,12,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,Thank you everybody for a great discussion and uh I'll see you in the main room.,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,857.9685534591194,863.0,,,SLU,860.4842767295597,"[{'express enthusiasm': 'The phrase ""Cool. Very cool."" expresses excitement about the preceding discussion regarding photospheric abundances in stars.', 'assign task': 'The speaker is assigning the task of returning to the main room to the participants, as the breakout session is ending.'}]",3029.0,13,0
2021_06_11_SLU_S12,2021_06_11_SLU_S12,,,Do you think you can do it for anything else than G stars?,,2021_06_11_SLU_S12_SLU,Andrew Vanderburg,,,,,842.0,844.0,,,SLU,843.0,"{'ask clarifying question': ""Andrew asks Keith a clarifying question about whether photospheric abundances can be mapped for stars other than G stars, following Keith's statement about mapping photospheric abundances in stars of elements that matter for life.""}",3871.0,14,0
