conference,session,source_row_index,sent_index_in_row,sentence,dialogue_act,global_session,speaker,timestamp,global_start_sec,global_end_sec,clip_number,sent_start_sec_est,sent_end_sec_est,global_start_sec_y,global_end_sec_y,session_core,sent_time_sec,annotations,global_timestamp_sec,_utter_row,_sent_idx
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,"Hi, I'm Alex.",,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,763.9999999999999,764.952229299363,,,ABI,764.4761146496814,"{'explain or define term or concept': 'The speaker explains that they are looking at label free stuff, which are molecules already in cells like NADH and FAD, to study cellular metabolism, clarifying the type of microscopy they use.'}",764.0,0,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,I'm at Texas A&M University and I do optical microscopy.,,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,764.9522292993631,769.0541401273886,,,ABI,767.0031847133758,"{'explain or define term or concept': 'The speaker explains that they are looking at label free stuff, which are molecules already in cells like NADH and FAD, to study cellular metabolism, clarifying the type of microscopy they use.'}",764.0,1,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,"Mostly looking at label free stuff, so molecules that are already in your cells like NADH and FAD to study cellular metabolism.",,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,769.0541401273886,778.3566878980891,,,ABI,773.7054140127389,"{'explain or define term or concept': 'The speaker explains that they are looking at label free stuff, which are molecules already in cells like NADH and FAD, to study cellular metabolism, clarifying the type of microscopy they use.'}",764.0,2,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,And we do that for a variety of applications including drug response in cancer and studying laser tissue interactions.,,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,778.3566878980891,787.0,,,ABI,782.6783439490446,"{'explain or define term or concept': 'The speaker explains that they are looking at label free stuff, which are molecules already in cells like NADH and FAD, to study cellular metabolism, clarifying the type of microscopy they use.'}",764.0,3,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,Right.,,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,665.0,665.5454545454545,,,ABI,665.2727272727273,"[{'express agreement': ""Alex Walsh is expressing agreement with Maryellen Giger's statement about having domain experts, which was confirmed in the previous turn.""}]",1429.0,4,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,Yeah.,,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,665.5454545454545,666.0,,,ABI,665.7727272727273,"[{'express agreement': ""Alex Walsh is expressing agreement with Maryellen Giger's statement about having domain experts, which was confirmed in the previous turn.""}]",1429.0,5,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,"Yeah, I think my limitations are how much data do I need and we already have that on there.",,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,653.0,660.0,,,ABI,656.5,"[{'acknowledge contribution': 'Alex acknowledges that the question of how much data is needed has already been brought up, recognizing a prior contribution to the discussion.'}]",2082.0,6,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,"Yeah, we do a lot of circling cells.",,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,739.0,741.6547811993516,,,ABI,740.3273905996758,"[{'provide supporting evidence': 'Alex describes their experience with auto fluorescence imaging and the challenges of low signal-to-noise ratios, supporting the need for AI in processing such data, which was previously discussed.'}, {'express agreement': ""Alex explicitly agrees with Paris's point about integrating domain knowledge into AI pipelines, indicating agreement with a previously stated idea.""}, {'expand on existing idea': ""Alex expands on the idea of integrating domain knowledge by providing a specific example of how biological and physical boundaries can be incorporated into AI for cell segmentation, building upon Paris's earlier point.""}, {'offer constructive criticism': ""Alex offers constructive criticism by suggesting that AI systems should flag segmentation results that violate known biological or physical boundaries, aiming to improve the accuracy and reliability of the AI's output.""}]",2168.0,7,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,"Um, yeah, we do auto fluorescence imaging, so it's low very low signal to noise and that creates a challenge for automated ways to process our data.",,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,741.6547811993518,752.5688816855753,,,ABI,747.1118314424635,"[{'provide supporting evidence': 'Alex describes their experience with auto fluorescence imaging and the challenges of low signal-to-noise ratios, supporting the need for AI in processing such data, which was previously discussed.'}, {'express agreement': ""Alex explicitly agrees with Paris's point about integrating domain knowledge into AI pipelines, indicating agreement with a previously stated idea.""}, {'expand on existing idea': ""Alex expands on the idea of integrating domain knowledge by providing a specific example of how biological and physical boundaries can be incorporated into AI for cell segmentation, building upon Paris's earlier point.""}, {'offer constructive criticism': ""Alex offers constructive criticism by suggesting that AI systems should flag segmentation results that violate known biological or physical boundaries, aiming to improve the accuracy and reliability of the AI's output.""}]",2168.0,8,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4,,,"And so we can see the patterns, but it's very hard to train traditional pipelines to do the segmentation.",,2021_05_20_ABI_S4_ABI,Alexandra Walsh,,,,,752.5688816855753,760.3119935170179,,,ABI,756.4404376012966,"[{'provide supporting evidence': 'Alex describes their experience with auto fluorescence imaging and the challenges of low signal-to-noise ratios, supporting the need for AI in processing such data, which was previously discussed.'}, {'express agreement': ""Alex explicitly agrees with Paris's point about integrating domain knowledge into AI pipelines, indicating agreement with a previously stated idea.""}, {'expand on existing idea': ""Alex expands on the idea of integrating domain knowledge by providing a specific example of how biological and physical boundaries can be incorporated into AI for cell segmentation, building upon Paris's earlier point.""}, {'offer constructive criticism': ""Alex offers constructive criticism by suggesting that AI systems should flag segmentation results that violate known biological or physical boundaries, aiming to improve the accuracy and reliability of the AI's output.""}]",2168.0,9,0
