conference,session,source_row_index,sent_index_in_row,sentence,dialogue_act,global_session,speaker,timestamp,global_start_sec,global_end_sec,clip_number,sent_start_sec_est,sent_end_sec_est,global_start_sec_y,global_end_sec_y,session_core,sent_time_sec,annotations,global_timestamp_sec,_utter_row,_sent_idx
2021_04_23_MND_S9,2021_04_23_MND_S9,,,Hey everybody.,,2021_04_23_MND_S9_MND,Cesar de la Fuente UPenn,,,,,975.0,976.0,,,MND,975.5,"{'acknowledge contribution': 'The utterance is a greeting, which acknowledges the presence of everyone in the meeting.'}",975.0,0,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,I'll briefly introduce myself.,,2021_04_23_MND_S9_MND,Daren Ginete,,,,,1007.0,1008.7721518987341,,,MND,1007.8860759493671,"{'explain or define term or concept': 'The speaker is introducing themself and their role at the Science Philanthropy Alliance, which explains their presence in the meeting.', 'express enthusiasm': 'The speaker expresses excitement about observing the breakout session, indicating a positive sentiment.'}",1007.0,1,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,My name is Daren and I'm the infectious disease fellow at Science Philanthropy Alliance.,,2021_04_23_MND_S9_MND,Daren Ginete,,,,,1008.7721518987341,1013.9704641350211,,,MND,1011.3713080168776,"{'explain or define term or concept': 'The speaker is introducing themself and their role at the Science Philanthropy Alliance, which explains their presence in the meeting.', 'express enthusiasm': 'The speaker expresses excitement about observing the breakout session, indicating a positive sentiment.'}",1007.0,2,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,We support funders who are interested in basic science research and so I'm excited to observe in this breakout session.,,2021_04_23_MND_S9_MND,Daren Ginete,,,,,1013.9704641350211,1021.0,,,MND,1017.4852320675105,"{'explain or define term or concept': 'The speaker is introducing themself and their role at the Science Philanthropy Alliance, which explains their presence in the meeting.', 'express enthusiasm': 'The speaker expresses excitement about observing the breakout session, indicating a positive sentiment.'}",1007.0,3,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,I'll go next.,,2021_04_23_MND_S9_MND,Faranak Fattahi,,,,,704.9999999999999,705.9674418604651,,,MND,705.4837209302325,"[{'explain or define term or concept': ""The speaker explains their lab's work with IPSCs and embryonic stem cells to generate components of the peripheral nervous system, clarifying their research focus for the group.""}]",1712.0,4,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,"Um, yeah, my name is Faranak Fattahi.",,2021_04_23_MND_S9_MND,Faranak Fattahi,,,,,705.9674418604651,708.7209302325581,,,MND,707.3441860465116,"[{'explain or define term or concept': ""The speaker explains their lab's work with IPSCs and embryonic stem cells to generate components of the peripheral nervous system, clarifying their research focus for the group.""}]",1712.0,5,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,I'm at UCSF.,,2021_04_23_MND_S9_MND,Faranak Fattahi,,,,,708.7209302325582,709.6139534883721,,,MND,709.1674418604651,"[{'explain or define term or concept': ""The speaker explains their lab's work with IPSCs and embryonic stem cells to generate components of the peripheral nervous system, clarifying their research focus for the group.""}]",1712.0,6,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,Uh my background is in stem cell and developmental biology and my lab basically uses IPSCs and embryonic stem cells to generate um various components of the peripheral nervous system including the enteric nerves and enteric glial cells.,,2021_04_23_MND_S9_MND,Faranak Fattahi,,,,,709.6139534883721,727.1767441860466,,,MND,718.3953488372093,"[{'explain or define term or concept': ""The speaker explains their lab's work with IPSCs and embryonic stem cells to generate components of the peripheral nervous system, clarifying their research focus for the group.""}]",1712.0,7,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,"Um so we develop in vitro models of you know, cell cell interaction and how the nerves communicate with um the rest of the GI tract.",,2021_04_23_MND_S9_MND,Faranak Fattahi,,,,,727.1767441860466,737.0,,,MND,732.0883720930233,"[{'explain or define term or concept': ""The speaker explains their lab's work with IPSCs and embryonic stem cells to generate components of the peripheral nervous system, clarifying their research focus for the group.""}]",1712.0,8,0
2021_04_23_MND_S9,2021_04_23_MND_S9,,,"So the effect on the microbiome interestingly could be very indirect too because if your neuromodulation affects the motility, the movement of the gut, then that could affect the composition of the microbiome.",,2021_04_23_MND_S9_MND,Faranak Fattahi,,,,,852.0,867.1505576208178,,,MND,859.5752788104089,"{'expand on existing idea': ""Farahnak expands on the previous discussion of brain-gut interactions by suggesting that neuromodulation's impact on the microbiome could be indirect, through its effects on gut motility."", 'provide supporting evidence': 'Farahnak provides examples of how brain interventions, such as medications for neurological disorders, can disrupt motility and thus potentially affect the microbiome.', 'ask clarifying question': 'Farahnak poses a question about how the microbiome is affected by changes in gut motility caused by brain interventions.'}",1859.0,9,0
